ID_loukas,105_LG_Bas_clean.tps,105_LG_Bas_ID_added.tps,ID,Amy's ID number,AW,nodule,nodule_plot,nodule_three_or_more,nodule_two_or_more,nodule_Area,raw_material,DISCARD,SITE,SITE_detail,SITE_GROUPED,AMY NOTES,Pit,TP,Spit,Plotted,Image J ID,SpecimenID,Notes,TP spit,Lustre,Weight,Category,Breakage,LONG/TRAN Breakage type,Retouch,Flake category,Cortex,Event size,Core,bipolar,import,Use_wear,CONJOIN SET,Perc. length,BASI,CON NO PIECES,CON WITH,CON TYPE,Complete refit,Platform,O'hang rem.,Plat crushing,Ext. Plat. Angle,Termination,BF FORM,Dorsal scars,Arris,Platform width,Max P width,Termination width,Plat thick,Max_thick,BA max back thick,BA FORM,BA backed edge no,BA cut edge,BA max width,LMW,BA backed edge 1,BA backed edge 2,BA backed edge 3,BASI_matlab,Area,Max_Length,Max_Width,FeretX,FeretY,Feret angle,Perimeter,Round,Heat Damage/surface pitting,Potlid
1268,ID=1268,ID=1268SIPROWN4,1268,AW34856,34856,N17E SIL,N17E SIL,N17E SIL,N17E SIL,N4,SILCRETE,ON-SITE PRODUCTION FROM CORE,WCL,WCL AREA N4,Lake George,,RK59,,3,No,9,34856,,,yes both sides,0.49,Flake,1,,backed,Backed artefact,Tertiary (none),,,,,No,,,0.797003745,,,,y,removed,,,,removed,,3,2,,11.13,,,2.36,2.33,3,2,13.35,11.33,5.32,8.92,9.15,,0.390434583,110.4,14,10.7,130.25,149.25,48.621,42.481,0.808,,
1269,ID=1269,ID=1269SIPROWN4,1269,AW28285,28285,N17E SIL,N17E SIL,N17E SIL,N17E SIL,N4,SILCRETE,ON-SITE PRODUCTION FROM CORE,WCL,WCL AREA N4,Lake George,,RH59,,7,Yes,6,28285,,,yes both sides,0.33,Flake,1,,backed,Backed artefact,Tertiary (none),,,,,No,,,0.988700565,,,,y,removed,,,,removed,,3,2,,,,,2.05,2.43,3,2,14.16,9.35,7,10.84,7.57,,0.299590647,102.1,16.6,9.4,39.25,112.5,59.184,43.542,0.578,,
1270,ID=1270,ID=1270SIPROWN4,1270,AW28309,28309,N17E SIL,N17E SIL,N17E SIL,N17E SIL,N4,SILCRETE,ON-SITE PRODUCTION FROM CORE,WCL,WCL AREA N4,Lake George,,RH60,,7,No,13,28309,,,yes both sides,0.28,Flake,1,,backed,Backed artefact,Tertiary (none),,,,,No,,16.96,0.736974262,,,,y,facetted,No,No,-6190,removed,,3,1,4.74,9.42,,2.09,2.36,1.34,7,1,15.93,9.5,5.87,9.55,,,0.742796821,120.6,17.6,9.9,28.75,138.5,114.376,48.102,0.579,,
1273,ID=1273,ID=1273SIPRON14,1273,AW39683,39683,W1R SIL,W1R SIL,W1 SIL,W1 SIL,N14,SILCRETE,ON-SITE PRODUCTION FROM CORE,WCL,WCL AREA N14,Lake George,,LB34,,5,No,10,39683,,,no,0.69,Flake,1,,backed,Backed artefact,Tertiary (none),,,,,No,,,0,,,,y,removed,,,,removed,,3,1,,,,,4.31,4.31,4,2,18.45,,,13.53,9.02,,1.02051818,150.4,19.1,11.8,63.75,180.5,49.236,51.724,0.621,,
1274,ID=1274,ID=1274SIPRON14,1274,AW40229,40229,W1 SIL,W1 SIL,W1 SIL,W1 SIL,N14,SILCRETE,ON-SITE PRODUCTION FROM CORE,WCL,WCL AREA N14,Lake George,,LC31,,6,Yes,25,40229,,,yes both sides,0.49,Flake,1,,backed,Backed artefact,Tertiary (none),,,,,No,,,0,,,,y,removed,,,,removed,,2,1,,,,,2.59,2.59,4,2,17.13,,,12.57,10.86,,0.769082359,152.8,17.1,13.1,51,64.75,110.556,49.991,0.781,,
1275,ID=1275,ID=1275SIPRON14,1275,AW39672,39672,W1 SIL,W1 SIL,W1 SIL,W1 SIL,N14,SILCRETE,ON-SITE PRODUCTION FROM CORE,WCL,WCL AREA N14,Lake George,Potential breakage,LB33,,10,Yes,27,39672,,,ventral only,0.42,Flake,1,,backed,Backed artefact,Tertiary (none),,,,,No,,,0,,,,y,removed,,,,removed,,,,,,,,3.32,2.47,4,2,15.72,,,12.81,6.37,,0.736111979,106.8,18.3,8.9,85.5,34.25,115.866,44.774,0.467,,
1276,ID=1276,ID=1276SIPRON14,1276,AW39650,39650,W1R SIL,W1R SIL,W1 SIL,W1 SIL,N14,SILCRETE,ON-SITE PRODUCTION FROM CORE,WCL,WCL AREA N14,Lake George,,LB33,,5,Yes,5,39650,,,yes both sides,2.68,Flake,3,9,backed,Backed artefact,Tertiary (none),,,,,No,,,,,,,,,,,,,,,,,,,,7.09,5.68,,,,,,,,,0.900939159,351.3,25.2,19.9,16.25,198.75,82.593,78.866,0.824,,
1279,ID=1279,ID=1279SIPRON14,1279,AW40516,40516,W1 SIL,W1 SIL,W1 SIL,W1 SIL,N14,SILCRETE,ON-SITE PRODUCTION FROM CORE,WCL,WCL AREA N14,Lake George,,LC32,,8,Yes,7,40516,,,yes both sides,0.59,Flake,1,,backed,Backed artefact,Tertiary (none),,,,,No,WC,,0,18,,Stacking,y,facetted,Yes,Yes,-6190,removed,,4 or more,2,5.4,12.77,,0.87,2.29,1.78,7,1,17.26,,,12.97,,,0.664631688,175.1,19.9,12.5,141,83.75,109.799,53.713,0.709,,
1280,ID=1280,ID=1280SIPRON14,1280,AW39654,39654,W1R SIL,W1R SIL,W1 SIL,W1 SIL,N14,SILCRETE,ON-SITE PRODUCTION FROM CORE,WCL,WCL AREA N14,Lake George,,LB33,,5,Yes,9,39654,,,yes both sides,0.92,Flake,1,,backed,Backed artefact,Secondary (some),,,,,No,WE,23.15,0,5,"39477, 39654, 40477, 41769, 41875",Stacking,y,removed,,,,feather,,1,1,,,,,5.45,4.57,6,2,21.09,,,16.98,12.66,,0.863145377,173.1,20.5,13.6,93.25,179,19.983,55.734,0.729,,
1282,ID=1282,ID=1282CHPROBCF,1282,AW19005,19005,F28 CHERT,F28 CHERT,F28 CHERT,F28 CHERT,F2,CHERT,ON-SITE PRODUCTION FROM CORE,BCJ AREA F,BCJ AREA F - area 2 - centre,Lake George,,F26,,4,No,5,19005,MICROLITH,2 (10-20cm),,0.08,Flake,1,,backed,Backed artefact,Tertiary (none),Large (26+),,,CR - BA,No,,7.67,0,,,,y,removed,,,,removed,,,,,5.58,,,2.43,2.23,6,2,6.73,,,7.34,5.82,,0.658068575,29.8,7.9,5.7,15,77.75,99.162,22.374,0.697,,
1283,ID=1283,ID=1283CHPROBCF,1283,AW19128,19128,F28 CHERT,F28 CHERT,F28 CHERT,F28 CHERT,F2,CHERT,ON-SITE PRODUCTION FROM CORE,BCJ AREA F,BCJ AREA F - area 2 - centre,Lake George,,F31,,4,No,22,19128,,2 (10-20cm),,0.24,Flake,1,,backed,Backed artefact,Tertiary (none),Large (26+),,,CR - BA,No,,11.55,0,,,,y,removed,,,,removed,,4 or more,2,6.14,6.14,0.66,1.7,3,3.3,6,2,11.97,,,11.17,5.58,,0,50.9,11.9,6.5,27.75,64.75,67.751,32.117,0.553,,
1284,ID=1284,ID=1284CHPROBCF,1284,AW18918,18918,F30 CHERT,F30 CHERT,NA,F30 CHERT,F2,CHERT,ON-SITE PRODUCTION FROM CORE,BCJ AREA F,BCJ AREA F - area 2 - centre,Lake George,,F20,,6,No,6,18918,,3 (20-30cm),,0.43,Flake,1,,backed,Backed artefact,Tertiary (none),Medium (10-25),,,CR - BA,No,,13.67,0,,,,y,facetted,No,No,-6190,removed,,,,2.68,8.47,0.9,2.37,3.99,3.78,6,2,13.19,,,12.06,9.87,,0.762891174,83.2,14.9,8.9,37.5,22.5,81.327,40.481,0.596,,
1285,ID=1285,ID=1285QUNAABCF,1285,AW20373,20373,F QUARTZ,F QUARTZ,F QUARTZ,F QUARTZ,F1,QUARTZ,UNKNOWN,BCJ AREA F,BCJ AREA F - area 1 - north,Lake George,,F57,,6,No,18,20373,,3 (20-30cm),,0.56,Flake,1,,backed,Backed artefact,,,,,CR - BA,No,,,0,,,,y,,,,,,,,,,,,,2.93,2.75,3,2,14.95,,,11.03,10.79,,0.810105381,123.9,15,12.1,103.75,222,33.425,45.163,0.874,,
1286,ID=1286,ID=1286QUNAABCF,1286,AW20681,20681,F QUARTZ,F QUARTZ,F QUARTZ,F QUARTZ,F1,QUARTZ,UNKNOWN,BCJ AREA F,BCJ AREA F - area 1 - north,Lake George,,F58,,6,No,22,20681,,3 (20-30cm),,0.85,Flake,1,,backed,Backed artefact,,,,,CR - BA,No,,,0,,,,y,,,,,,,,,,,,,3.67,3.68,6,2,15.25,,,16.3,11.68,,0.947767253,163.6,16.9,15.2,34.25,97.75,66.468,58.698,0.885,,
1287,ID=1287,ID=1287QUNAABCF,1287,AW20404,20404,F QUARTZ,F QUARTZ,F QUARTZ,F QUARTZ,F1,QUARTZ,UNKNOWN,BCJ AREA F,BCJ AREA F - area 1 - north,Lake George,,F57,,6,No,49,20404,,3 (20-30cm),,0.55,Flake,1,,backed,Backed artefact,,,,,CR - BA,No,,,0,,,,y,,,,,,,,,,,,,3.07,3.06,6,2,18.06,,,17.23,9.71,,0.389927895,107.9,17.6,9.6,132,131.25,108.178,50.931,0.536,,
1289,ID=1289,ID=1289SIPRON14,1289,"AW40202, 39521",40202,W1 SIL,W1 SIL,W1 SIL,W1 SIL,N14,SILCRETE,ON-SITE PRODUCTION FROM CORE,WCL,WCL AREA N14,Lake George,Potential breakage,LC31,,9,No,45,40202,,,yes both sides,0.19,Flake,3,8,backed,Backed artefact,Secondary (some),,,,,No,WR1F,32.34,0,,,,,,,,,step,,2,2,,14.31,7.85,,3.41,2.6,8,1,22.14,,,12.78,,,0.998360387,37,9.3,7.4,41.25,13.5,164.476,27.117,0.901,,
1293,ID=1293,ID=1293SIPROWN4,1293,"AW28308, 28311",28308,N17E SIL,N17E SIL,N17E SIL,N17E SIL,N4,SILCRETE,ON-SITE PRODUCTION FROM CORE,WCL,WCL AREA N4,Lake George,Potential breakage,RH60,,7,No,15,28308,"CONJOINS WITH 28311,28308. HEATED",,yes both sides,0.11,Flake,3,9,backed,Backed artefact,Tertiary (none),,,,,No,N17E3,,,2,"2,830,828,311",,,,,,,,,,,,,,,3.35,3.35,,,,,,,,,0.689671529,27.8,10.6,3.8,52,155.25,66.448,25.314,0.316,,
1294,ID=1294,ID=1294SIPROBCG,1294,"AW534, 289",534,G4 SIL,G4 SIL,G4 SIL,G4 SIL,G1,SILCRETE,ON-SITE PRODUCTION FROM CORE,BCJ AREA G,BCJ AREA G - Area 1 - centre,Lake George,,G9D,yes,10,no,3,534,refit with different colours,5 (40-50cm),yes both sides,0.34,Flake,3,7,backed,Backed artefact,Tertiary (none),Large (26+),,,,No,G4AR,29.93,0,2,"289, 534",Breakage,Y,flat - single,yes,no,-6190,removed,,3,2,2.79,9.55,,0.91,3.83,2.65,1,1,29.23,,,11.45,,,0.377785714,101.5,16.4,8.5,38.25,27.75,105.945,42.678,0.525,,
1295,ID=1295,ID=1295SIPROBCG,1295,"AW373, 2634",373,G4 SIL,G4 SIL,G4 SIL,G4 SIL,G1,SILCRETE,ON-SITE PRODUCTION FROM CORE,BCJ AREA G,BCJ AREA G - Area 1 - centre,Lake George,,G9B,yes,6,no,4,373,BLACKENED,3 (20-30cm),yes both sides,0.19,Flake,3,7,backed,Backed artefact,Tertiary (none),Large (26+),,,,No,G4B,25.53,0,9,"252, 43718, 2901, 2634, 373, 313, 1060, 791, 840",Stacking and Breakage,y,flat - single,Yes,yes,-6190,removed,,4 or more,1,5.32,8.46,,0.76,2.45,1.86,7,1,25.52,,,9.41,,,0.989621028,68.9,12.4,7.7,17.5,41,115.017,33.763,0.607,,
1296,ID=1296,ID=1296SISETBCG,1296,"AW2754, 2697",2754,G19 SIL,G19 SIL,G19 SIL,G19 SIL,G1,SILCRETE,IMPORTED,BCJ AREA G,BCJ AREA G - Area 1 - centre,Lake George,,G20C,,4,no,4,2754,,2 (10-20cm),yes both sides,0.15,Flake,3,7,backed,Backed artefact,Tertiary (none),Small (1-9),,,,No,G19C,30.46,0,2,"2697, 2754",Breakage,Y,flat - single,yes,No,-6190,removed,,4 or more,2,3.41,8.25,0.76,1.01,2.8,2.37,1,1,29.84,,,20.08,,,0.727229245,55.4,9.9,8.5,34.5,103,10.176,29.506,0.928,,
1298,ID=1298,ID=1298SISETBCG,1298,"AW1418, 1166",1418,G19 SIL,G19 SIL,G19 SIL,G19 SIL,G1,SILCRETE,IMPORTED,BCJ AREA G,BCJ AREA G - Area 1 - centre,Lake George,,G9U,yes,8,no,1,1418,,4 (30-40cm),yes both sides,0.56,Flake,3,8,backed,Backed artefact,Tertiary (none),Small (1-9),,no,,Possible,G19A,,,2,"1418, 1166",Breakage,,,,,,feather,,3,2,,9.59,1.06,,2.64,1.69,1,1,,,,,,,0.113459789,174.8,24.1,9.9,11,47.25,110.695,62.178,0.36,,
